match id,team1_x,team1_id_x,team1_roster_ids_x,team2_x,team2_id_x,team2_roster_ids_x,winner_x,winner_id_x,toss winner_x,toss decision_x,venue_x,city_x,match_dt_x,lighting_x,series_name_x,season_x,ground_id_x,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,team1_y,team2_y,winner_y,by,win amount,toss winner_y,toss decision_y,venue_y,city_y,match_dt_y,lighting_y,series_name_y,season_y,ground_id_y,umpire1,umpire2,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id_y,team1_roster_ids_y,team2_id_y,team2_roster_ids_y,series_type,winner_id_y,player_of_the_match_id,inning_x,runs_x,balls_faced,inning_y,runs_y,wicket_count
9085131,Ye,10618,1762060.0:6718326.0:3294444.0:6381962.0:6460614.0:6095508.0:5367676.0:5361166.0:8050160.0:4527942.0:8027396.0,De,6698,1637320.0:2433640.0:325814.0:4170186.0:6718788.0:3991700.0:2872225.0:8146998.0:4613580.0:7288490.0:6005866.0,De,6698,De,field,Qs Pk Cd,Chesterfield,2022-06-18,day match,Vy Bt,2022,1511,1.1,1.0,160.26666666666668,50.0,,Ye,De,De,wickets,6.0,De,field,Qs Pk Cd,Chesterfield,2022-06-18,day match,Vy Bt,2022,1511,RA Kh,Rb We,175,10,122,105.0,4.0,61.0,10618,1762060.0:6718326.0:3294444.0:6381962.0:6460614.0:6095508.0:5367676.0:5361166.0:8050160.0:4527942.0:8027396.0,6698,1637320.0:2433640.0:325814.0:4170186.0:6718788.0:3991700.0:2872225.0:8146998.0:4613580.0:7288490.0:6005866.0,other_domestic,6698,,2,100,58,1,169,10
9085131,Ye,10618,1762060.0:6718326.0:3294444.0:6381962.0:6460614.0:6095508.0:5367676.0:5361166.0:8050160.0:4527942.0:8027396.0,De,6698,1637320.0:2433640.0:325814.0:4170186.0:6718788.0:3991700.0:2872225.0:8146998.0:4613580.0:7288490.0:6005866.0,De,6698,De,field,Qs Pk Cd,Chesterfield,2022-06-18,day match,Vy Bt,2022,1511,1.1,1.0,160.26666666666668,50.0,,Ye,De,De,wickets,6.0,De,field,Qs Pk Cd,Chesterfield,2022-06-18,day match,Vy Bt,2022,1511,RA Kh,Rb We,175,10,122,105.0,4.0,61.0,10618,1762060.0:6718326.0:3294444.0:6381962.0:6460614.0:6095508.0:5367676.0:5361166.0:8050160.0:4527942.0:8027396.0,6698,1637320.0:2433640.0:325814.0:4170186.0:6718788.0:3991700.0:2872225.0:8146998.0:4613580.0:7288490.0:6005866.0,other_domestic,6698,,2,100,58,2,103,4
9087084,Si La,69,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5490638.0:4403573.0,Aa,27,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3535853.0:2181157.0:3429236.0:2018001.0,Aa,27,Aa,field,Ph Sm,Perth,2022-10-25,night match,Si La tr of Aa,2022/23,23841,0.7777777777777778,2.463414634146341,159.53333333333333,20.0,151.375,Si La,Aa,Aa,wickets,7.0,Aa,field,Ph Sm,Perth,2022-10-25,night match,Si La tr of Aa,2022/23,23841,M Es,RK Ih,157,6,128,158.0,3.0,104.0,69,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5490638.0:4403573.0,27,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3535853.0:2181157.0:3429236.0:2018001.0,international,27,2275097.0,1,133,116,1,146,5
9087084,Si La,69,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5490638.0:4403573.0,Aa,27,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3535853.0:2181157.0:3429236.0:2018001.0,Aa,27,Aa,field,Ph Sm,Perth,2022-10-25,night match,Si La tr of Aa,2022/23,23841,0.7777777777777778,2.463414634146341,159.53333333333333,20.0,151.375,Si La,Aa,Aa,wickets,7.0,Aa,field,Ph Sm,Perth,2022-10-25,night match,Si La tr of Aa,2022/23,23841,M Es,RK Ih,157,6,128,158.0,3.0,104.0,69,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5490638.0:4403573.0,27,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3535853.0:2181157.0:3429236.0:2018001.0,international,27,2275097.0,1,133,116,2,98,3
9087084,Si La,69,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5490638.0:4403573.0,Aa,27,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3535853.0:2181157.0:3429236.0:2018001.0,Aa,27,Aa,field,Ph Sm,Perth,2022-10-25,night match,Si La tr of Aa,2022/23,23841,0.7777777777777778,2.463414634146341,159.53333333333333,20.0,151.375,Si La,Aa,Aa,wickets,7.0,Aa,field,Ph Sm,Perth,2022-10-25,night match,Si La tr of Aa,2022/23,23841,M Es,RK Ih,157,6,128,158.0,3.0,104.0,69,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5490638.0:4403573.0,27,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3535853.0:2181157.0:3429236.0:2018001.0,international,27,2275097.0,2,141,99,1,146,5
9087084,Si La,69,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5490638.0:4403573.0,Aa,27,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3535853.0:2181157.0:3429236.0:2018001.0,Aa,27,Aa,field,Ph Sm,Perth,2022-10-25,night match,Si La tr of Aa,2022/23,23841,0.7777777777777778,2.463414634146341,159.53333333333333,20.0,151.375,Si La,Aa,Aa,wickets,7.0,Aa,field,Ph Sm,Perth,2022-10-25,night match,Si La tr of Aa,2022/23,23841,M Es,RK Ih,157,6,128,158.0,3.0,104.0,69,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5490638.0:4403573.0,27,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3535853.0:2181157.0:3429236.0:2018001.0,international,27,2275097.0,2,141,99,2,98,3
9262021,Ja Ts,36098,4690258.0:3761246.0:5742470.0:4690104.0:5744780.0:1613898.0:1594319.0:5509524.0:2036649.0:4239794.0:3023383.0,St Ks ad Ns Ps,38814,363047.0:3023320.0:7494668.0:1942317.0:6401800.0:360086.0:2294823.0:4171691.0:9061135.0:6706062.0:4019259.0,Ja Ts,36098,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,2022-08-31,night match,Cn Pr Le,2022,4045,1.5714285714285714,0.6721311475409836,173.5,50.0,157.46666666666667,Ja Ts,St Ks ad Ns Ps,Ja Ts,runs,47.0,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,2022-08-31,night match,Cn Pr Le,2022,4045,GO Be,PA Gd,183,2,132,136.0,8.0,125.0,36098,4690258.0:3761246.0:5742470.0:4690104.0:5744780.0:1613898.0:1594319.0:5509524.0:2036649.0:4239794.0:3023383.0,38814,363047.0:3023320.0:7494668.0:1942317.0:6401800.0:360086.0:2294823.0:4171691.0:9061135.0:6706062.0:4019259.0,other_domestic,36098,4690258.0,1,170,120,1,182,2
9262021,Ja Ts,36098,4690258.0:3761246.0:5742470.0:4690104.0:5744780.0:1613898.0:1594319.0:5509524.0:2036649.0:4239794.0:3023383.0,St Ks ad Ns Ps,38814,363047.0:3023320.0:7494668.0:1942317.0:6401800.0:360086.0:2294823.0:4171691.0:9061135.0:6706062.0:4019259.0,Ja Ts,36098,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,2022-08-31,night match,Cn Pr Le,2022,4045,1.5714285714285714,0.6721311475409836,173.5,50.0,157.46666666666667,Ja Ts,St Ks ad Ns Ps,Ja Ts,runs,47.0,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,2022-08-31,night match,Cn Pr Le,2022,4045,GO Be,PA Gd,183,2,132,136.0,8.0,125.0,36098,4690258.0:3761246.0:5742470.0:4690104.0:5744780.0:1613898.0:1594319.0:5509524.0:2036649.0:4239794.0:3023383.0,38814,363047.0:3023320.0:7494668.0:1942317.0:6401800.0:360086.0:2294823.0:4171691.0:9061135.0:6706062.0:4019259.0,other_domestic,36098,4690258.0,1,170,120,2,131,8
9262021,Ja Ts,36098,4690258.0:3761246.0:5742470.0:4690104.0:5744780.0:1613898.0:1594319.0:5509524.0:2036649.0:4239794.0:3023383.0,St Ks ad Ns Ps,38814,363047.0:3023320.0:7494668.0:1942317.0:6401800.0:360086.0:2294823.0:4171691.0:9061135.0:6706062.0:4019259.0,Ja Ts,36098,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,2022-08-31,night match,Cn Pr Le,2022,4045,1.5714285714285714,0.6721311475409836,173.5,50.0,157.46666666666667,Ja Ts,St Ks ad Ns Ps,Ja Ts,runs,47.0,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,2022-08-31,night match,Cn Pr Le,2022,4045,GO Be,PA Gd,183,2,132,136.0,8.0,125.0,36098,4690258.0:3761246.0:5742470.0:4690104.0:5744780.0:1613898.0:1594319.0:5509524.0:2036649.0:4239794.0:3023383.0,38814,363047.0:3023320.0:7494668.0:1942317.0:6401800.0:360086.0:2294823.0:4171691.0:9061135.0:6706062.0:4019259.0,other_domestic,36098,4690258.0,2,126,120,1,182,2
9262021,Ja Ts,36098,4690258.0:3761246.0:5742470.0:4690104.0:5744780.0:1613898.0:1594319.0:5509524.0:2036649.0:4239794.0:3023383.0,St Ks ad Ns Ps,38814,363047.0:3023320.0:7494668.0:1942317.0:6401800.0:360086.0:2294823.0:4171691.0:9061135.0:6706062.0:4019259.0,Ja Ts,36098,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,2022-08-31,night match,Cn Pr Le,2022,4045,1.5714285714285714,0.6721311475409836,173.5,50.0,157.46666666666667,Ja Ts,St Ks ad Ns Ps,Ja Ts,runs,47.0,St Ks ad Ns Ps,field,Wr Pk Be St Ks,Basseterre,2022-08-31,night match,Cn Pr Le,2022,4045,GO Be,PA Gd,183,2,132,136.0,8.0,125.0,36098,4690258.0:3761246.0:5742470.0:4690104.0:5744780.0:1613898.0:1594319.0:5509524.0:2036649.0:4239794.0:3023383.0,38814,363047.0:3023320.0:7494668.0:1942317.0:6401800.0:360086.0:2294823.0:4171691.0:9061135.0:6706062.0:4019259.0,other_domestic,36098,4690258.0,2,126,120,2,131,8
9377248,Wt Is,41,4690258.0:2436405.0:2331475.0:4230127.0:5742470.0:4739552.0:5744850.0:3150720.0:2740408.0:3715697.0:3468870.0,Sh Aa,34,2654014.0:1884973.0:2231928.0:2252452.0:4203499.0:3057312.0:4874820.0:1858961.0:2658445.0:3851518.0:2654028.0,Sh Aa,34,Sh Aa,field,St Pk Cn,Centurion,2023-03-26,day match,Wt Is tr of Sh Aa,2022/23,6327,0.5833333333333334,0.5121951219512195,170.33333333333334,40.0,168.125,Wt Is,Sh Aa,Sh Aa,wickets,6.0,Sh Aa,field,St Pk Cn,Centurion,2023-03-26,day match,Wt Is tr of Sh Aa,2022/23,6327,AT Hk,A Pr,258,5,124,259.0,4.0,124.0,41,4690258.0:2436405.0:2331475.0:4230127.0:5742470.0:4739552.0:5744850.0:3150720.0:2740408.0:3715697.0:3468870.0,34,2654014.0:1884973.0:2231928.0:2252452.0:4203499.0:3057312.0:4874820.0:1858961.0:2658445.0:3851518.0:2654028.0,international,34,2654014.0,1,252,120,1,256,5
9377248,Wt Is,41,4690258.0:2436405.0:2331475.0:4230127.0:5742470.0:4739552.0:5744850.0:3150720.0:2740408.0:3715697.0:3468870.0,Sh Aa,34,2654014.0:1884973.0:2231928.0:2252452.0:4203499.0:3057312.0:4874820.0:1858961.0:2658445.0:3851518.0:2654028.0,Sh Aa,34,Sh Aa,field,St Pk Cn,Centurion,2023-03-26,day match,Wt Is tr of Sh Aa,2022/23,6327,0.5833333333333334,0.5121951219512195,170.33333333333334,40.0,168.125,Wt Is,Sh Aa,Sh Aa,wickets,6.0,Sh Aa,field,St Pk Cn,Centurion,2023-03-26,day match,Wt Is tr of Sh Aa,2022/23,6327,AT Hk,A Pr,258,5,124,259.0,4.0,124.0,41,4690258.0:2436405.0:2331475.0:4230127.0:5742470.0:4739552.0:5744850.0:3150720.0:2740408.0:3715697.0:3468870.0,34,2654014.0:1884973.0:2231928.0:2252452.0:4203499.0:3057312.0:4874820.0:1858961.0:2658445.0:3851518.0:2654028.0,international,34,2654014.0,1,252,120,2,259,4
9377248,Wt Is,41,4690258.0:2436405.0:2331475.0:4230127.0:5742470.0:4739552.0:5744850.0:3150720.0:2740408.0:3715697.0:3468870.0,Sh Aa,34,2654014.0:1884973.0:2231928.0:2252452.0:4203499.0:3057312.0:4874820.0:1858961.0:2658445.0:3851518.0:2654028.0,Sh Aa,34,Sh Aa,field,St Pk Cn,Centurion,2023-03-26,day match,Wt Is tr of Sh Aa,2022/23,6327,0.5833333333333334,0.5121951219512195,170.33333333333334,40.0,168.125,Wt Is,Sh Aa,Sh Aa,wickets,6.0,Sh Aa,field,St Pk Cn,Centurion,2023-03-26,day match,Wt Is tr of Sh Aa,2022/23,6327,AT Hk,A Pr,258,5,124,259.0,4.0,124.0,41,4690258.0:2436405.0:2331475.0:4230127.0:5742470.0:4739552.0:5744850.0:3150720.0:2740408.0:3715697.0:3468870.0,34,2654014.0:1884973.0:2231928.0:2252452.0:4203499.0:3057312.0:4874820.0:1858961.0:2658445.0:3851518.0:2654028.0,international,34,2654014.0,2,248,114,1,256,5
9377248,Wt Is,41,4690258.0:2436405.0:2331475.0:4230127.0:5742470.0:4739552.0:5744850.0:3150720.0:2740408.0:3715697.0:3468870.0,Sh Aa,34,2654014.0:1884973.0:2231928.0:2252452.0:4203499.0:3057312.0:4874820.0:1858961.0:2658445.0:3851518.0:2654028.0,Sh Aa,34,Sh Aa,field,St Pk Cn,Centurion,2023-03-26,day match,Wt Is tr of Sh Aa,2022/23,6327,0.5833333333333334,0.5121951219512195,170.33333333333334,40.0,168.125,Wt Is,Sh Aa,Sh Aa,wickets,6.0,Sh Aa,field,St Pk Cn,Centurion,2023-03-26,day match,Wt Is tr of Sh Aa,2022/23,6327,AT Hk,A Pr,258,5,124,259.0,4.0,124.0,41,4690258.0:2436405.0:2331475.0:4230127.0:5742470.0:4739552.0:5744850.0:3150720.0:2740408.0:3715697.0:3468870.0,34,2654014.0:1884973.0:2231928.0:2252452.0:4203499.0:3057312.0:4874820.0:1858961.0:2658445.0:3851518.0:2654028.0,international,34,2654014.0,2,248,114,2,259,4
9077025,Fe Bl,47529,3849663.0:363173.0:4403419.0:393014.0:393182.0:6930230.0:360086.0:2875368.0:6818776.0:6149268.0:6529354.0,Ca Vs,40298,3758565.0:8129680.0:1965151.0:313809.0:62432.0:1613919.0:6965272.0:4731628.0:392888.0:2316327.0:6528668.0,Fe Bl,47529,Ca Vs,field,Se Ba Nl Sm Mr,Dhaka,2022-02-14,night match,Bh Pr Le,2021/22,14188,0.5,1.6557377049180328,150.125,50.0,133.33333333333334,Fe Bl,Ca Vs,Fe Bl,runs,10.0,Ca Vs,field,Se Ba Nl Sm Mr,Dhaka,2022-02-14,night match,Bh Pr Le,2021/22,14188,Mr Rn,Tr Ad,143,8,125,133.0,7.0,125.0,47529,3849663.0:363173.0:4403419.0:393014.0:393182.0:6930230.0:360086.0:2875368.0:6818776.0:6149268.0:6529354.0,40298,3758565.0:8129680.0:1965151.0:313809.0:62432.0:1613919.0:6965272.0:4731628.0:392888.0:2316327.0:6528668.0,other_domestic,47529,6149268.0,1,119,108,1,141,7
9077025,Fe Bl,47529,3849663.0:363173.0:4403419.0:393014.0:393182.0:6930230.0:360086.0:2875368.0:6818776.0:6149268.0:6529354.0,Ca Vs,40298,3758565.0:8129680.0:1965151.0:313809.0:62432.0:1613919.0:6965272.0:4731628.0:392888.0:2316327.0:6528668.0,Fe Bl,47529,Ca Vs,field,Se Ba Nl Sm Mr,Dhaka,2022-02-14,night match,Bh Pr Le,2021/22,14188,0.5,1.6557377049180328,150.125,50.0,133.33333333333334,Fe Bl,Ca Vs,Fe Bl,runs,10.0,Ca Vs,field,Se Ba Nl Sm Mr,Dhaka,2022-02-14,night match,Bh Pr Le,2021/22,14188,Mr Rn,Tr Ad,143,8,125,133.0,7.0,125.0,47529,3849663.0:363173.0:4403419.0:393014.0:393182.0:6930230.0:360086.0:2875368.0:6818776.0:6149268.0:6529354.0,40298,3758565.0:8129680.0:1965151.0:313809.0:62432.0:1613919.0:6965272.0:4731628.0:392888.0:2316327.0:6528668.0,other_domestic,47529,6149268.0,1,119,108,2,117,7
9077025,Fe Bl,47529,3849663.0:363173.0:4403419.0:393014.0:393182.0:6930230.0:360086.0:2875368.0:6818776.0:6149268.0:6529354.0,Ca Vs,40298,3758565.0:8129680.0:1965151.0:313809.0:62432.0:1613919.0:6965272.0:4731628.0:392888.0:2316327.0:6528668.0,Fe Bl,47529,Ca Vs,field,Se Ba Nl Sm Mr,Dhaka,2022-02-14,night match,Bh Pr Le,2021/22,14188,0.5,1.6557377049180328,150.125,50.0,133.33333333333334,Fe Bl,Ca Vs,Fe Bl,runs,10.0,Ca Vs,field,Se Ba Nl Sm Mr,Dhaka,2022-02-14,night match,Bh Pr Le,2021/22,14188,Mr Rn,Tr Ad,143,8,125,133.0,7.0,125.0,47529,3849663.0:363173.0:4403419.0:393014.0:393182.0:6930230.0:360086.0:2875368.0:6818776.0:6149268.0:6529354.0,40298,3758565.0:8129680.0:1965151.0:313809.0:62432.0:1613919.0:6965272.0:4731628.0:392888.0:2316327.0:6528668.0,other_domestic,47529,6149268.0,2,125,120,1,141,7
9077025,Fe Bl,47529,3849663.0:363173.0:4403419.0:393014.0:393182.0:6930230.0:360086.0:2875368.0:6818776.0:6149268.0:6529354.0,Ca Vs,40298,3758565.0:8129680.0:1965151.0:313809.0:62432.0:1613919.0:6965272.0:4731628.0:392888.0:2316327.0:6528668.0,Fe Bl,47529,Ca Vs,field,Se Ba Nl Sm Mr,Dhaka,2022-02-14,night match,Bh Pr Le,2021/22,14188,0.5,1.6557377049180328,150.125,50.0,133.33333333333334,Fe Bl,Ca Vs,Fe Bl,runs,10.0,Ca Vs,field,Se Ba Nl Sm Mr,Dhaka,2022-02-14,night match,Bh Pr Le,2021/22,14188,Mr Rn,Tr Ad,143,8,125,133.0,7.0,125.0,47529,3849663.0:363173.0:4403419.0:393014.0:393182.0:6930230.0:360086.0:2875368.0:6818776.0:6149268.0:6529354.0,40298,3758565.0:8129680.0:1965151.0:313809.0:62432.0:1613919.0:6965272.0:4731628.0:392888.0:2316327.0:6528668.0,other_domestic,47529,6149268.0,2,125,120,2,117,7
9407789,Ds Sr Gs,48936,2654014.0:4223883.0:3057312.0:2157770.0:4887336.0:4166882.0:4739580.0:2294823.0:1874081.0:3818282.0:3231437.0,Pa Cs,48929,4685568.0:4403531.0:3406717.0:2231928.0:319948.0:2486896.0:3747764.0:4239794.0:4888414.0:3513362.0:6496482.0,Ds Sr Gs,48936,Pa Cs,field,St Pk Cn,Centurion,2023-02-05,day/night match,S0,2022/23,6327,1.1875,0.3442622950819672,170.0,0.0,158.125,Ds Sr Gs,Pa Cs,Ds Sr Gs,runs,151.0,Pa Cs,field,St Pk Cn,Centurion,2023-02-05,day/night match,S0,2022/23,6327,AT Hk,A Pr,254,4,125,103.0,10.0,88.0,48936,2654014.0:4223883.0:3057312.0:2157770.0:4887336.0:4166882.0:4739580.0:2294823.0:1874081.0:3818282.0:3231437.0,48929,4685568.0:4403531.0:3406717.0:2231928.0:319948.0:2486896.0:3747764.0:4239794.0:4888414.0:3513362.0:6496482.0,other_domestic,48936,3057312.0,1,244,120,1,210,3
9407789,Ds Sr Gs,48936,2654014.0:4223883.0:3057312.0:2157770.0:4887336.0:4166882.0:4739580.0:2294823.0:1874081.0:3818282.0:3231437.0,Pa Cs,48929,4685568.0:4403531.0:3406717.0:2231928.0:319948.0:2486896.0:3747764.0:4239794.0:4888414.0:3513362.0:6496482.0,Ds Sr Gs,48936,Pa Cs,field,St Pk Cn,Centurion,2023-02-05,day/night match,S0,2022/23,6327,1.1875,0.3442622950819672,170.0,0.0,158.125,Ds Sr Gs,Pa Cs,Ds Sr Gs,runs,151.0,Pa Cs,field,St Pk Cn,Centurion,2023-02-05,day/night match,S0,2022/23,6327,AT Hk,A Pr,254,4,125,103.0,10.0,88.0,48936,2654014.0:4223883.0:3057312.0:2157770.0:4887336.0:4166882.0:4739580.0:2294823.0:1874081.0:3818282.0:3231437.0,48929,4685568.0:4403531.0:3406717.0:2231928.0:319948.0:2486896.0:3747764.0:4239794.0:4888414.0:3513362.0:6496482.0,other_domestic,48936,3057312.0,1,244,120,2,102,9
9407789,Ds Sr Gs,48936,2654014.0:4223883.0:3057312.0:2157770.0:4887336.0:4166882.0:4739580.0:2294823.0:1874081.0:3818282.0:3231437.0,Pa Cs,48929,4685568.0:4403531.0:3406717.0:2231928.0:319948.0:2486896.0:3747764.0:4239794.0:4888414.0:3513362.0:6496482.0,Ds Sr Gs,48936,Pa Cs,field,St Pk Cn,Centurion,2023-02-05,day/night match,S0,2022/23,6327,1.1875,0.3442622950819672,170.0,0.0,158.125,Ds Sr Gs,Pa Cs,Ds Sr Gs,runs,151.0,Pa Cs,field,St Pk Cn,Centurion,2023-02-05,day/night match,S0,2022/23,6327,AT Hk,A Pr,254,4,125,103.0,10.0,88.0,48936,2654014.0:4223883.0:3057312.0:2157770.0:4887336.0:4166882.0:4739580.0:2294823.0:1874081.0:3818282.0:3231437.0,48929,4685568.0:4403531.0:3406717.0:2231928.0:319948.0:2486896.0:3747764.0:4239794.0:4888414.0:3513362.0:6496482.0,other_domestic,48936,3057312.0,2,96,82,1,210,3
9407789,Ds Sr Gs,48936,2654014.0:4223883.0:3057312.0:2157770.0:4887336.0:4166882.0:4739580.0:2294823.0:1874081.0:3818282.0:3231437.0,Pa Cs,48929,4685568.0:4403531.0:3406717.0:2231928.0:319948.0:2486896.0:3747764.0:4239794.0:4888414.0:3513362.0:6496482.0,Ds Sr Gs,48936,Pa Cs,field,St Pk Cn,Centurion,2023-02-05,day/night match,S0,2022/23,6327,1.1875,0.3442622950819672,170.0,0.0,158.125,Ds Sr Gs,Pa Cs,Ds Sr Gs,runs,151.0,Pa Cs,field,St Pk Cn,Centurion,2023-02-05,day/night match,S0,2022/23,6327,AT Hk,A Pr,254,4,125,103.0,10.0,88.0,48936,2654014.0:4223883.0:3057312.0:2157770.0:4887336.0:4166882.0:4739580.0:2294823.0:1874081.0:3818282.0:3231437.0,48929,4685568.0:4403531.0:3406717.0:2231928.0:319948.0:2486896.0:3747764.0:4239794.0:4888414.0:3513362.0:6496482.0,other_domestic,48936,3057312.0,2,96,82,2,102,9
9680306,Be Ky,49657,8438926.0:3585350.0:2104409.0:5490666.0:5490624.0:3459623.0:348361.0:4857838.0:2296195.0:2270519.0:6818776.0,Ja Ks,47501,2286472.0:5490582.0:6818622.0:8067002.0:298612.0:2252452.0:2523205.0:1634611.0:7968225.0:5551062.0:6686658.0,Be Ky,49657,Ja Ks,field,R Pa Sm Co,Colombo,2023-08-17,night match,La Pr Le,2023,7041,1.0,1.9523809523809523,158.8,100.0,133.26666666666668,Be Ky,Ja Ks,Be Ky,runs,61.0,Ja Ks,field,R Pa Sm Co,Colombo,2023-08-17,night match,La Pr Le,2023,7041,Am Dr,RJ Ra,188,8,125,127.0,10.0,108.0,49657,8438926.0:3585350.0:2104409.0:5490666.0:5490624.0:3459623.0:348361.0:4857838.0:2296195.0:2270519.0:6818776.0,47501,2286472.0:5490582.0:6818622.0:8067002.0:298612.0:2252452.0:2523205.0:1634611.0:7968225.0:5551062.0:6686658.0,other_domestic,49657,,1,162,109,1,186,8
9680306,Be Ky,49657,8438926.0:3585350.0:2104409.0:5490666.0:5490624.0:3459623.0:348361.0:4857838.0:2296195.0:2270519.0:6818776.0,Ja Ks,47501,2286472.0:5490582.0:6818622.0:8067002.0:298612.0:2252452.0:2523205.0:1634611.0:7968225.0:5551062.0:6686658.0,Be Ky,49657,Ja Ks,field,R Pa Sm Co,Colombo,2023-08-17,night match,La Pr Le,2023,7041,1.0,1.9523809523809523,158.8,100.0,133.26666666666668,Be Ky,Ja Ks,Be Ky,runs,61.0,Ja Ks,field,R Pa Sm Co,Colombo,2023-08-17,night match,La Pr Le,2023,7041,Am Dr,RJ Ra,188,8,125,127.0,10.0,108.0,49657,8438926.0:3585350.0:2104409.0:5490666.0:5490624.0:3459623.0:348361.0:4857838.0:2296195.0:2270519.0:6818776.0,47501,2286472.0:5490582.0:6818622.0:8067002.0:298612.0:2252452.0:2523205.0:1634611.0:7968225.0:5551062.0:6686658.0,other_domestic,49657,,1,162,109,2,117,3
9680306,Be Ky,49657,8438926.0:3585350.0:2104409.0:5490666.0:5490624.0:3459623.0:348361.0:4857838.0:2296195.0:2270519.0:6818776.0,Ja Ks,47501,2286472.0:5490582.0:6818622.0:8067002.0:298612.0:2252452.0:2523205.0:1634611.0:7968225.0:5551062.0:6686658.0,Be Ky,49657,Ja Ks,field,R Pa Sm Co,Colombo,2023-08-17,night match,La Pr Le,2023,7041,1.0,1.9523809523809523,158.8,100.0,133.26666666666668,Be Ky,Ja Ks,Be Ky,runs,61.0,Ja Ks,field,R Pa Sm Co,Colombo,2023-08-17,night match,La Pr Le,2023,7041,Am Dr,RJ Ra,188,8,125,127.0,10.0,108.0,49657,8438926.0:3585350.0:2104409.0:5490666.0:5490624.0:3459623.0:348361.0:4857838.0:2296195.0:2270519.0:6818776.0,47501,2286472.0:5490582.0:6818622.0:8067002.0:298612.0:2252452.0:2523205.0:1634611.0:7968225.0:5551062.0:6686658.0,other_domestic,49657,,2,114,105,1,186,8
9680306,Be Ky,49657,8438926.0:3585350.0:2104409.0:5490666.0:5490624.0:3459623.0:348361.0:4857838.0:2296195.0:2270519.0:6818776.0,Ja Ks,47501,2286472.0:5490582.0:6818622.0:8067002.0:298612.0:2252452.0:2523205.0:1634611.0:7968225.0:5551062.0:6686658.0,Be Ky,49657,Ja Ks,field,R Pa Sm Co,Colombo,2023-08-17,night match,La Pr Le,2023,7041,1.0,1.9523809523809523,158.8,100.0,133.26666666666668,Be Ky,Ja Ks,Be Ky,runs,61.0,Ja Ks,field,R Pa Sm Co,Colombo,2023-08-17,night match,La Pr Le,2023,7041,Am Dr,RJ Ra,188,8,125,127.0,10.0,108.0,49657,8438926.0:3585350.0:2104409.0:5490666.0:5490624.0:3459623.0:348361.0:4857838.0:2296195.0:2270519.0:6818776.0,47501,2286472.0:5490582.0:6818622.0:8067002.0:298612.0:2252452.0:2523205.0:1634611.0:7968225.0:5551062.0:6686658.0,other_domestic,49657,,2,114,105,2,117,3
